Product ID,Level,Name,Status,URL,First Available Month,Latest Available Month,Science Team,Description,Keywords
DP1.30006.001,1,Spectrometer orthorectified surface directional reflectance - flightline,Available,https://data.neonscience.org/data-products/DP1.30006.001,2013-06,2022-10,Airborne Observation Platform (AOP),"Surface reflectance (0-1 unitless, scaled by 10,000) computed from the NEON Imaging Spectrometer using ATCOR4r is orthorectified and output onto a fixed, uniform spatial grid using nearest-neighbor resampling. Fixed spatial grid is based on the native spatial resolution which is driven by the aircraft altitude; data are provided by flightline.",
DP3.30006.001,3,Spectrometer orthorectified surface directional reflectance - mosaic,Available,https://data.neonscience.org/data-products/DP3.30006.001,2013-06,2021-09,Airborne Observation Platform (AOP),"Surface directional reflectance (0-1 unitless, scaled by 10,000) computed from the NEON Imaging Spectrometer (NIS). Major corrections include: calibration, orthorectification, and atmospheric correction. Data are mosaicked into 1 km by 1 km tiles.  

Starting with data collected in 2022 onward, bidirectional reflectance data (with BRDF and topographic corrections applied) will be available under a new data product ID revision number: ""Spectrometer orthorectified surface bidirectional reflectance - mosaic"" data product (DP3.30006.002).",
DP1.20276.001,1,Stable isotopes in groundwater,Available,https://data.neonscience.org/data-products/DP1.20276.001,2015-10,2024-09,Aquatic Observation System (AOS),Grab samples for stable isotopes of water in groundwater,
DP1.00038.001,1,Stable isotopes in precipitation,Available,https://data.neonscience.org/data-products/DP1.00038.001,2017-07,2024-09,Terrestrial Instrument System (TIS),Stable isotope ratios of 18O and 2H in precipitation water,
DP1.20206.001,1,Stable isotopes in surface water,Available,https://data.neonscience.org/data-products/DP1.20206.001,2014-12,2024-09,Aquatic Observation System (AOS),"Grab samples for stable isotope chemistry including water and particulate organic matter, in lakes, rivers, and wadeable streams",
DP4.00133.001,4,Stage-discharge rating curves,Available,https://data.neonscience.org/data-products/DP4.00133.001,2014-09,2023-11,Aquatic Observation System (AOS),"Stage discharge rating curve is generated from the relationship between staff gauge measurements and surveys of stream, river, and lake inflow/outflow discharge. It is used to calculate the L4 Continuous discharge (DP4.00130.001) data product.",
DP4.00131.001,4,Stream morphology map,Available,https://data.neonscience.org/data-products/DP4.00131.001,2016-08,2024-08,Aquatic Observation System (AOS),"Map showing the morphology of streams. These maps denote topography of the stream monitoring reach as well as location of the thalweg, large woody debris, mid-channel bar and island formations, and other geomorphic features of interest.",
DP4.00001.001,4,Summary weather statistics,Available,https://data.neonscience.org/data-products/DP4.00001.001,2014-02,2024-08,Terrestrial Instrument System (TIS),"Present summary statistics for biometeorological variables for NEON weather stations at core TIS sites. Statistics will include means, standard deviations, maxima, and minima for periods of days, months, and years. Engineering-grade product only.",
DP1.20138.001,1,Surface water microbe cell count,Available,https://data.neonscience.org/data-products/DP1.20138.001,2014-08,2024-09,Aquatic Observation System (AOS),"Cell counts from surface water microbial collection in lakes, wadeable streams, and non-wadeable streams",
DP1.20141.001,1,Surface water microbe community composition,Available,https://data.neonscience.org/data-products/DP1.20141.001,2014-08,2018-10,Aquatic Observation System (AOS),"Counts and relative abundances of archaeal, bacterial, and fungal taxa observed in surface water microbial communities in lakes, rivers and streams",
DP1.20278.001,1,Surface water microbe group abundances,Available,https://data.neonscience.org/data-products/DP1.20278.001,2014-08,2024-03,Aquatic Observation System (AOS),"Counts and relative abundances of marker genes from total archaea, bacteria, and fungi observed by qPCR in surface water microbial communities",
DP1.20282.001,1,Surface water microbe marker gene sequences,Available,https://data.neonscience.org/data-products/DP1.20282.001,2014-08,2023-10,Aquatic Observation System (AOS),DNA sequence data from ribosomal RNA marker genes from surface water samples,
DP1.20281.001,1,Surface water microbe metagenome sequences,Available,https://data.neonscience.org/data-products/DP1.20281.001,2014-08,2022-08,Aquatic Observation System (AOS),Metagenomic sequence data from surface water samples,
DP1.20054.001,1,Temperature (digital thermistor) of surface water,Available,https://data.neonscience.org/data-products/DP1.20054.001,2016-06,2024-08,Aquatic Instrument System (AIS),"In situ digital thermistor-based measurements of surface water temperature, available as five- and thirty-minute  averages in lakes, rivers, and wadeable streams.",
DP1.20053.001,1,Temperature (PRT) in surface water,Available,https://data.neonscience.org/data-products/DP1.20053.001,2016-03,2024-08,Aquatic Instrument System (AIS),"Surface water temperature, available as one-, five-, and thirty-minute  averages, measured by a platinum resistance thermometer at the sensor location in lakes, wadeable and non-wadeable streams",
DP1.20264.001,1,Temperature at specific depth in surface water,Available,https://data.neonscience.org/data-products/DP1.20264.001,2017-08,2024-08,Aquatic Instrument System (AIS),Sensor based measurements of water temperature in lake and river sites. Temperature is measured at specific depths by a fixed-length buoy-mounted array of temperature sensors.,
DP1.20217.001,1,Temperature of groundwater,Available,https://data.neonscience.org/data-products/DP1.20217.001,2016-03,2024-08,Aquatic Instrument System (AIS),In situ sensor-based measurements of groundwater temperature in each well.,
DP2.00024.001,2,Temperature rate of change,Available,https://data.neonscience.org/data-products/DP2.00024.001,2016-12,2024-08,Terrestrial Instrument System (TIS),Time rate of change of temperature (storage component only) over 30 minutes at each measurement level along the vertical tower profile. Gap-filling is not applicable.,
DP3.00008.001,3,Temperature rate of change profile,Available,https://data.neonscience.org/data-products/DP3.00008.001,2016-12,2024-08,Terrestrial Instrument System (TIS),"Time rate of change of temperature (storage component only) over 30 min, spatially interpolated along the vertical tower profile.",
DP2.00004.001,2,Temporally interpolated biological temperature,Coming Soon,https://data.neonscience.org/data-products/DP2.00004.001,,,Terrestrial Instrument System (TIS),"Temporally interpolated (i.e., to gap fill missing data) biological temperature (i.e. surface temperature) measured via IR temperature sensors located in the soil array and at multiple heights on the tower infrastructure.",
DP2.00016.001,2,Temporally interpolated PAR-line,Coming Soon,https://data.neonscience.org/data-products/DP2.00016.001,,,Terrestrial Instrument System (TIS),"Temporally interpolated (i.e., to gap fill missing data) Photosynthetically Active Radiation (PAR). Observations are made by sensors at the soil surface covering a one meter length.",
DP2.00005.001,2,Temporally interpolated photosynthetically active radiation,Coming Soon,https://data.neonscience.org/data-products/DP2.00005.001,,,Terrestrial Instrument System (TIS),"Temporally interpolated (i.e., to gap fill missing data) Photosynthetically Active Radiation (PAR). Observations are made by sensors located at multiple heights on the tower infrastructure and a single sensor located on the aquatic meteorology station.",
DP2.00020.001,2,Temporally interpolated shortwave and longwave radiation (net radiometer),Available,https://data.neonscience.org/data-products/DP2.00020.001,,,Terrestrial Instrument System (TIS),"Gap-filled shortwave and longwave radiation, derived from sensors located at the top of the tower infrastructure. This product is produced and made available through AmeriFlux.",
DP2.00006.001,2,Temporally interpolated soil temperature,Available,https://data.neonscience.org/data-products/DP2.00006.001,,,Terrestrial Instrument System (TIS),"Gap-filled soil temperature, derived from sensors located in soil plots near the tower infrastructure. This product is produced and made available through AmeriFlux.",
DP2.00023.001,2,Temporally interpolated triple aspirated tower temperature,Available,https://data.neonscience.org/data-products/DP2.00023.001,,,Terrestrial Instrument System (TIS),"Gap-filled air temperature, derived from sensors located at the top of the tower infrastructure. This product is produced and made available through AmeriFlux.",
DP1.10092.001,1,Tick pathogen status,Available,https://data.neonscience.org/data-products/DP1.10092.001,2014-04,2023-09,Terrestrial Observation System (TOS),Presence/absence of a pathogen in each single tick sample,
DP1.10093.001,1,Ticks sampled using drag cloths,Available,https://data.neonscience.org/data-products/DP1.10093.001,2014-04,2024-09,Terrestrial Observation System (TOS),Abundance and density of ticks collected by drag and/or flag sampling (by species and/or lifestage),
DP2.30016.001,2,Total biomass map - spectrometer - flightline SUSPENDED,Coming Soon,https://data.neonscience.org/data-products/DP2.30016.001,,,Airborne Observation Platform (AOP),Mass of all above ground organic matter per unit area at particular time; estimate of  biomass derived from correlation with NDVI and LAI parameters; data are provided by flightline data are provided by flightline at equivalent resolution to spectrometer orthorectified surface directional reflectance. Please note this product is currently suspended pending improvements to the underlying algorithm.,
